object_id,Z,Z_err,EBV,SpecType,English Translation,split,target
navaer_ithron_gil,0.6403,,0.025,AGN,"farewell + wizard +  star, bright spark",split_05,0
nestad_laug_ennorath,0.3972,,0.05,AGN,healing + warm + lands of Middle-earth,split_05,0
ninglor_thurin_Rochirrim,0.2494,,0.014,SN Ia,"gladden + secret, hidden + Horse.Lords (People) ",split_05,0
nur_Eru_haradrim,0.2832,,0.011,SN Ia,race + God + People of the South,split_05,0
ogol_glamog_Gwathuirim,2.966,,0.017,AGN,"evil, wicked + orc + Shadowy People (of Dunland) ",split_05,0
onodrim_cuin_ogol,0.4599,,0.063,AGN,"Ents (people)  + alive + evil, wicked",split_05,0
panas_aith_harad,0.7987,,0.018,AGN,floor + point of spear  + south,split_05,0
parf_malad_melethron,0.6723,,0.031,AGN,book + gold +  lover (masc.),split_05,0
pendrath_alph_luin,0.4777,,0.164,TDE,stairway + swan + blue,split_05,1
pennas_lunt_tinnu,0.4195,,0.051,TDE,"history + boat + dusk, twilight",split_05,1
pennas_rhun_gador,1.892,,0.03,AGN,"history + East + dungeon, prison",split_05,0
pent_aduial_salph,1.072,,0.009,AGN,"story + evening, twilight  +  broth, liquid food, soup ",split_05,0
perian_hador_heron,0.335,,0.018,SN Ia,"Halfling, Hobbit  + thrower + master",split_05,0
pethron_fervain_gaur,0.4009,,0.06,SN Ia,narrator + northern + werewolf,split_05,0
raegdan_adel_bragol,2.523,,0.006,AGN,sinner + behind + sudden,split_05,0
randir_laer_tathar,0.4987,,0.013,AGN,"pilgrim, wanderer + song + tathar",split_05,0
raug_riel_lain,0.2528,,0.157,SN Ia," demon, terrible creature + princess +  free, freed",split_05,0
rhach_acharn_ai,0.4044,,0.028,SN Ia,curse + vengeance + hail!,split_05,0
rochir_glamog_edlothiad,0.4108,,0.021,SN Ia,"Horse-Lord, knight, rider  + orc + flowering",split_05,0
rochir_iar_Elrim,0.325,,0.109,SN Ia,"Horse-Lord, knight, rider  + blood + Elves",split_05,0
rochir_lebdas_panas,0.8474,,0.01,AGN,"Horse-Lord, knight, rider  +   index finger  + floor",split_05,0
rochir_rhovan_hun,0.279,,0.033,SN Ia,"Horse-Lord, knight, rider  + wilderness + heart",split_05,0
rochir_yll_ingem,0.4912,,0.05,AGN,"Horse-Lord, knight, rider  +  gulp  + year sick, old ",split_05,0
rom_talraph_dirnaith,0.3729,,0.016,SN Ia,"horn, trumpet +  stirrup + man-spearhead (wedge formation in battle) ",split_05,0
rovalug_certh_andrann,0.4777,,0.013,AGN,"winged-dragon + rune +  age, cycle ",split_05,0
rudh_aegas_dirnaith,0.7521,,0.025,AGN,bald + mountain peak  + man-spearhead (wedge formation in battle) ,split_05,0
saer_baug_faradrim,0.3984,,0.035,AGN,"bitter  + oppressive, cruel, tyrannous  + hunters",split_05,0
salph_firion_harad,0.8967,,0.007,AGN," broth, liquid food, soup  +  mortal man + south",split_05,0
sirion_muil_dirnaith,0.3539,,0.044,SN Ia,"river  + dreariness, twilight, shadow, vagueness  + man-spearhead (wedge formation in battle) ",split_05,0
soga_amon_gwael,1.318,,0.012,AGN,"drink + hill, steep-sided mount  + gull",split_05,0
soga_fervain_thul,0.2451,,0.02,SN Ia,drink + northern + breath,split_05,0
tamin_drego_mil,0.7052,,0.08,AGN,"forge  + flee +  affection, love, kindness ",split_05,0
tang_lalaith_laer,1.063,,0.017,AGN,bowstring  + laughter + song,split_05,0
tavor_aegas_aranarth,0.4027,,0.028,SN Ia,"woodpecker + mountain peak  + kingdom, realm",split_05,0
toll_gorn_lagor,0.4292,,0.021,SN Ia, island + valour + swift,split_05,0
ungol_glamog_bain,0.9563,,0.088,AGN,"spider + orc + beautiful, fair ",split_05,0
yll_Mirion_hud,0.3734,,0.093,SN Ia," gulp  +  jewel, Silmaril  + assembly",split_05,0
Dornhoth_anwar_melethron,1.198,,0.032,AGN,Trawn Folk (Dwarfs) + awe +  lover (masc.),split_06,0
Dornhoth_drafn_celon,0.2748,,0.132,SN Ia,"Trawn Folk (Dwarfs) +  hewn, log + river",split_06,0
Eluwaith_rom_andrann,0.3687,,0.276,AGN,"Sindar + horn, trumpet +  age, cycle ",split_06,0
Ennor_aduial_thavron,0.4024,,0.025,SN Ia,"Middle-Earth + evening, twilight  + builder, carpenter, wright ",split_06,0
Gwathuirim_rochir_drafn,0.1807,,0.05,SN Ib,"Shadowy People (of Dunland)  + Horse-Lord, knight, rider  +  hewn, log",split_06,0
Ithil_eglan_melethril,0.2847,,0.101,SN Ia,moon + forsaken +  lover (fem.) ,split_06,0
Mithrim_alae_cund,0.596,,0.114,TDE,Sindar + Ah + prince,split_06,1
Rochirrim_araf_nim,0.5553,,0.008,AGN,"Horse.Lords (People)  + wolf + pale, white",split_06,0
Tawarwaith_melethril_drego,0.8836,,0.022,AGN,Forest people (Silvan Elves)  +  lover (fem.)  + flee,split_06,0
Tawarwaith_puig_morn,0.2539,,0.016,SN Ia,"Forest people (Silvan Elves)  +  clean, tidy, neat  + dark, black",split_06,0
acharn_magol_nadhras,0.08048,,0.013,SN II,vengeance + sword + pasture,split_06,0
achas_hal_nana,0.934,,0.016,AGN,achas + fish + mother,split_06,0
adel_nimp_toll,0.2222,,0.026,SN Ia,behind + frail +  island,split_06,0
aduial_malad_gorn,0.2911,,0.02,SN Ia,"evening, twilight  + gold + valour",split_06,0
aear_aiglos_nadhras,1.287,,0.053,AGN,"ocean, sea  + plant, bush + pasture",split_06,0
aear_glamog_rodwen,0.5741,,0.029,AGN,"ocean, sea  + orc +  noble maiden",split_06,0
aerlinn_ylf_lagor,1.246,,0.009,AGN,hymn + drinking vessel  + swift,split_06,0
ah_gwaun_acharn,0.7954,,0.043,AGN,and + goose + vengeance,split_06,0
ai_ylf_tamin,0.06157,,0.213,SN IIb,hail! + drinking vessel  + forge ,split_06,0
aiglos_inias_tachol,0.4885,,0.013,AGN,"plant, bush + annals + brooch, pin",split_06,0
aiglos_per_cenedril,0.2689,,0.038,SN Ia,"plant, bush + half + mirror",split_06,0
aith_annon_fast,0.1947,,0.042,SN II,"point of spear  + gate, door  +  shaggy hair",split_06,0
alae_lathron_aran,1.324,,0.086,AGN,Ah + eavesdropper + king,split_06,0
alph_hud_Eru,0.2898,,0.048,SN Ia,swan + assembly + God,split_06,0
amarth_riel_tinnu,1.076,,0.027,AGN,"doom, fate + princess + dusk, twilight",split_06,0
amloth_aith_inias,0.0772,,0.093,SN II,crest of a helmet  + point of spear  + annals,split_06,0
andrann_Gonhir_cuil,0.6904,,0.01,AGN," age, cycle  + Master of Stone, Dwarf + life",split_06,0
andrann_hun_cirdan,0.2637,,0.048,AGN," age, cycle  + heart + shipbuilder",split_06,0
angos_maecheneb_heleg,1.293,,0.026,AGN,horror +  sharp-eyed + ice,split_06,0
aphadrim_harad_aiglos,1.236,,0.059,AGN,"followers + south + plant, bush",split_06,0
aran_saew_rodwen,1.925,,0.02,TDE,king + poison +  noble maiden,split_06,1
bregedur_rom_rochben,0.2135,,0.014,TDE,"wildfire + horn, trumpet + rider",split_06,1
cabed_hub_merilin,0.1512,,0.018,SN II,"leap + harbour, haven, small landlocked bay  + nightingale",split_06,0
cair_gwael_lorn,0.9614,,0.027,AGN,"ship + gull + anchorage, haven, harbour, quiet water ",split_06,0
callon_alph_nagol,1.086,,0.024,AGN,hero + swan + tooth,split_06,0
cirion_myril_toll,1.264,,0.047,AGN,"sailor, shipman  + cat +  island",split_06,0
cirion_randir_mil,0.8354,,0.049,AGN,"sailor, shipman  + pilgrim, wanderer +  affection, love, kindness ",split_06,0
cugu_rach_fast,0.5789,,0.011,SN Ia,"dove + wagon, wain  +  shaggy hair",split_06,0
cuil_gul_dunadan,0.2312,,0.028,SN II,"life + evil knowledge, magic, sorcery, necromancy  + Númenórean, Man of the West ",split_06,0
cuin_aear_nestad,0.2579,,0.065,SN Ia,"alive + ocean, sea  + healing",split_06,0
cyron_fern_tamin,0.6068,,0.085,AGN, new moon  + dead + forge ,split_06,0
cyron_lalaith_fern,1.475,,0.052,AGN, new moon  + laughter + dead,split_06,0
drafn_grond_nothrim,0.2514,,0.048,SN Ia," hewn, log + club + family",split_06,0
draug_aerlinn_gwend,0.1663,,0.014,SN II,wolf + hymn + maiden,split_06,0
draug_rhun_uir,1.317,,0.132,AGN,wolf + East + eternity,split_06,0
drego_Gonhir_gwaloth,0.516,,0.116,AGN,"flee + Master of Stone, Dwarf + blossom",split_06,0
drego_rhosc_ithildin,1.27,,0.055,AGN,"flee +  russet, red, brown + magic metal that only mirrors starlight and moolight",split_06,0
dunedhel_raug_adel,0.112,,0.008,SN II,"Elf of Beleriand, West-Elf, including Noldor and Sindar  +  demon, terrible creature + behind",split_06,0
edlothiad_sammar_ist,0.5609,,0.022,SN Ia,"flowering + neighbour  + knowledge, lore ",split_06,0
eglan_raug_salph,0.261,,0.118,SN Ia,"forsaken +  demon, terrible creature +  broth, liquid food, soup ",split_06,0
elu_talraph_amon,0.3065,,0.041,SN Ia,"pale blue  +  stirrup + hill, steep-sided mount ",split_06,0
ennorath_calad_minas,1.237,,0.023,AGN,lands of Middle-earth + light + city with watchtower ,split_06,0
fae_forodrim_luin,1.59,,0.027,AGN,"soul, spirit  + Northmen, Northfolk  + blue",split_06,0
fang_nothrim_heledir,0.502,,0.028,AGN,beard + family +  kingfisher (bird),split_06,0
fast_graw_rusc,0.5868,,0.009,AGN, shaggy hair + bear + fox ,split_06,0
firiel_eirien_heledh,0.1394,,0.459,AGN,mortal maiden + daisy + glass,split_06,0
firion_heron_rusc,0.1437,,0.031,AGN, mortal man + master + fox ,split_06,0
forodrim_lossen_lasguil,0.2354,,0.039,AGN,"Northmen, Northfolk  + snowy + tea",split_06,0
forodrim_lost_riel,0.1795,,0.026,SN II,"Northmen, Northfolk  +  empty, void  + princess",split_06,0
galad_gwarth_ulug,0.8054,,0.022,AGN," light (bright), sunlight, brilliance, radiance, glittering reflection  + betrayer + bad, evil",split_06,0
galvorn_firion_imloth,0.4585,,0.019,SN Ia,black metal  +  mortal man +  flowering valley ,split_06,0
gil_lebed_gli,1.326,,0.014,AGN," star, bright spark + finger + honey",split_06,0
gil_lembas_thor,0.6125,,0.031,AGN," star, bright spark + way-bread, journey-bread  + eagle",split_06,0
glamor_idhren_lasguil,0.4625,,0.011,SN Ia,"echo + pondering, wise, thoughtful + tea",split_06,0
glaur_gaurwaith_nur,0.4854,,0.006,AGN,golden light  + outlaws (wolf-people) + race,split_06,0
gli_haust_lhug,1.196,,0.069,AGN,"honey + bed +  dragon, snake, serpent",split_06,0
gondrath_luithien_cugu,1.766,,0.033,TDE,causeway + enchantress + dove,split_06,1
graw_bronwe_uan,0.3443,,0.016,AGN,bear + endurance + monster ,split_06,0
graw_romru_navaer,0.3746,,0.023,AGN,bear + sound of the horn + farewell,split_06,0
grond_aran_melethril,0.7466,,0.021,AGN,club + king +  lover (fem.) ,split_06,0
gwador_Sindarin_faun,0.8465,,0.206,AGN,sworn brother + English + cloud,split_06,0
gwael_Mirion_hend,0.5074,,0.074,AGN,"gull +  jewel, Silmaril  + eye",split_06,0
gwaloth_luith_parf,0.1979,,0.062,SN II,blossom + spell + book,split_06,0
gwarth_heleg_thul,0.2404,,0.02,SN Ia,betrayer + ice + breath,split_06,0
gwaun_ungol_dunedhel,0.5646,,0.011,AGN,"goose + spider + Elf of Beleriand, West-Elf, including Noldor and Sindar ",split_06,0
hador_soga_ah,0.1543,,0.024,SN II,thrower + drink + and,split_06,0
heledir_bregedur_law,0.4447,,0.202,SN Ia, kingfisher (bird) + wildfire + no! don't! ,split_06,0
heleg_raegdan_dagnir,0.06615,,0.021,SN IIb,ice + sinner + bane,split_06,0
helegnen_glamog_myril,1.158,,0.01,AGN,frozen + orc + cat,split_06,0
heron_soga_cabed,0.2161,,0.076,SN Ia,master + drink + leap,split_06,0
hu_lembas_corch,0.9282,,0.02,AGN,"dog + way-bread, journey-bread  + crow",split_06,0
hud_dannas_cuin,0.2397,,0.117,AGN,assembly + autumn + alive,split_06,0
hul_dagnir_ablad,0.141,,0.209,AGN," cry of encouragement in battle  + bane + prohibition, refusal",split_06,0
hul_rochben_lembas,0.7636,,0.031,AGN," cry of encouragement in battle  + rider + way-bread, journey-bread ",split_06,0
hul_uanui_thamas,0.115,,0.415,SN II," cry of encouragement in battle  + hideous, monstrous + great hall ",split_06,0
hun_aegas_tinnu,1.053,,0.031,AGN,"heart + mountain peak  + dusk, twilight",split_06,0
imlad_raug_gond,0.8586,,0.02,AGN,"glen, deep valley +  demon, terrible creature + rock, great stone",split_06,0
imloth_hadhod_adan,0.2818,,0.05,SN Ia, flowering valley  + Dwarf + Man,split_06,0
imloth_ithildin_aith,0.664,,0.199,AGN, flowering valley  + magic metal that only mirrors starlight and moolight + point of spear ,split_06,0
imrad_thamas_hervess,0.5785,,0.061,AGN,path + great hall  + wife,split_06,0
ist_sador_bregedur,1.152,,0.026,AGN,"knowledge, lore  +  faithful one + wildfire",split_06,0
ithron_tirith_menel,0.215,,0.028,AGN,"wizard + guard, guarding + heaven",split_06,0
lagor_aduial_Dornhoth,0.702,,0.059,AGN,"swift + evening, twilight  + Trawn Folk (Dwarfs)",split_06,0
lain_faradrim_inias,0.1168,,0.078,SN II," free, freed + hunters + annals",split_06,0
law_ablad_adab,0.5533,,0.063,AGN,"no! don't!  + prohibition, refusal + building, house",split_06,0
lebdas_gwend_firiel,0.2775,,0.108,SN Ia,  index finger  + maiden + mortal maiden,split_06,0
lebdas_saig_rach,0.7111,,0.012,AGN,"  index finger  + hungry  + wagon, wain ",split_06,0
lebenedh_Eru_lost,0.4506,,0.084,AGN,"middle finger  + God +  empty, void ",split_06,0
lend_dirnaith_ryn,0.4378,,0.116,SN Ia,"journey, way + man-spearhead (wedge formation in battle)  + hound of chase ",split_06,0
lin_cyron_amloth,0.2374,,0.043,AGN," lake, pool  +  new moon  + crest of a helmet ",split_06,0
lobor_gond_lossen,0.5259,,0.029,AGN,"horse + rock, great stone + snowy",split_06,0
lost_malad_ist,0.2931,,0.049,SN Ia," empty, void  + gold + knowledge, lore ",split_06,0
luith_echad_gil,1.113,,0.019,AGN,"spell + encampment +  star, bright spark",split_06,0
lunt_aear_iaun,0.2234,,0.022,SN Ia,"boat + ocean, sea  +  fane, holy place, sanctuary ",split_06,0
maecheneb_rhach_morn,0.3509,,0.028,SN Ia," sharp-eyed + curse + dark, black",split_06,0
magor_amdir_glass,1.135,,0.007,AGN,swordsman + hope + joy,split_06,0
malad_cabor_Sindarin,0.558,,0.032,TDE,gold + frog + English,split_06,1
menel_uanui_cae,1.387,,0.048,AGN,"heaven + hideous, monstrous + earth",split_06,0
midh_raef_haust,1.03,,0.017,AGN,dew + net + bed,split_06,0
minai_callon_rusc,0.8644,,0.033,AGN,"distinct, unique, single + hero + fox ",split_06,0
mir_aglareb_Eluwaith,1.951,,0.047,TDE," jewel, treasure + glorious + Sindar",split_06,1
mithril_aderthad_gilgalad,0.6861,,0.051,AGN," true-silver, metal  + reunion + starlight",split_06,0
mithril_dam_agarwaen,0.5271,,0.115,SN IIn," true-silver, metal  + hammer + bloodstain",split_06,0
morgul_fae_glass,1.279,,0.062,AGN,"sorcery + soul, spirit  + joy",split_06,0
muil_baug_Dornhoth,0.3106,,0.006,SN Ia,"dreariness, twilight, shadow, vagueness  + oppressive, cruel, tyrannous  + Trawn Folk (Dwarfs)",split_06,0
mund_grond_amarth,0.3022,,0.014,SN Ia,"bull + club + doom, fate",split_06,0
naer_emel_nidh,1.238,,0.1,AGN," sad, dreadful, woeful + mother + honeycomb",split_06,0
nagol_paich_Eluwaith,0.9212,,0.029,AGN,"tooth + syrup, juice  + Sindar",split_06,0
narthan_lacha_iaun,0.8868,,0.144,AGN,"beacon, fire-sign  + flame +  fane, holy place, sanctuary ",split_06,0
nell_tinuviel_adel,0.2177,,0.061,TDE,bell + nightingale + behind,split_06,1
nidh_lembas_imloth,1.029,,0.073,AGN,"honeycomb + way-bread, journey-bread  +  flowering valley ",split_06,0
nimbrethil_annon_raug,1.305,,0.041,AGN,"silver birch (tree)  + gate, door  +  demon, terrible creature",split_06,0
nothrim_forodrim_raef,0.2286,,0.028,SN Ia,"family + Northmen, Northfolk  + net",split_06,0
onodrim_archam_thor,0.273,,0.013,SN Ia,Ents (people)  + throne + eagle,split_06,0
panas_midh_cuin,0.06128,,0.011,SN IIb,floor + dew + alive,split_06,0
pendrath_Rochirrim_perian,0.5663,,0.012,AGN,"stairway + Horse.Lords (People)  + Halfling, Hobbit ",split_06,0
pendrath_calad_magol,0.8872,,0.018,SLSN-II,stairway + light + sword,split_06,0
pendrath_gond_faen,0.2483,,0.019,SN Ia,"stairway + rock, great stone + radiant",split_06,0
pennas_haeron_gwael,0.2131,,0.009,SN Ia,"history + far, distant  + gull",split_06,0
puig_mereth_badhor,0.2476,,0.057,AGN," clean, tidy, neat  + feast, festival  + judge",split_06,0
riel_helegnen_achad,0.5059,,0.085,AGN,princess + frozen + neck,split_06,0
ris_tobas_parf,0.664,,0.126,AGN,queen +  roof  + book,split_06,0
rist_galas_angos,0.9933,,0.02,AGN,"cleaver, sword + growth, plant  + horror",split_06,0
rodwen_randir_aerlinn,0.3751,,0.106,SN Ia," noble maiden + pilgrim, wanderer + hymn",split_06,0
saig_ang_edlothiad,0.3097,,0.025,SN Ia,hungry  + iron + flowering,split_06,0
saig_lam_callon,0.5179,,0.095,AGN,"hungry  + tongue, dialect, language  + hero",split_06,0
salab_pess_galvorn,0.2237,,0.021,SN Ia,herb + feather + black metal ,split_06,0
salph_fern_tamin,1.271,,0.024,AGN," broth, liquid food, soup  + dead + forge ",split_06,0
sirion_nim_rom,0.589,,0.083,SN IIn,"river  + pale, white + horn, trumpet",split_06,0
sogannen_rhun_lavan,0.2639,,0.016,SN Ia,drunk  + East + animal (quadrupedal mammal) ,split_06,0
talraph_Ithil_caras,0.2604,,0.026,SN Ia," stirrup + moon + town, city ",split_06,0
tang_hu_soga,0.1873,,0.019,SN Ib,bowstring  + dog + drink,split_06,0
tang_uanui_malad,0.1918,,0.113,SN II,"bowstring  + hideous, monstrous + gold",split_06,0
tann_braig_melethron,0.3603,,0.059,AGN,"sign  + fierce, wild +  lover (masc.)",split_06,0
tathar_tinnu_eryn,0.4502,,0.033,SN Ia,"tathar + dusk, twilight + wood, forest",split_06,0
tegilbor_Mithrim_myril,1.708,,0.101,AGN,calligrapher + Sindar + cat,split_06,0
thangail_galadh_rodwen,0.215,,0.018,TDE,"shield wall, shield fence  + tree +  noble maiden",split_06,1
thavron_rodwen_melethril,0.5497,,0.141,AGN,"builder, carpenter, wright  +  noble maiden +  lover (fem.) ",split_06,0
thul_ungol_glamog,0.8448,,0.019,AGN,breath + spider + orc,split_06,0
tinuviel_min_riel,0.5709,,0.022,SN IIn,nightingale + peak + princess,split_06,0
tirith_aes_uir,0.08426,,0.063,SN II,"guard, guarding +  cooked food + eternity",split_06,0
toll_saew_mil,0.4047,,0.027,SN Ia," island + poison +  affection, love, kindness ",split_06,0
uanui_mindon_per,0.6839,,0.01,AGN,"hideous, monstrous + isolated hill  + half",split_06,0
ungol_iar_law,1.121,,0.059,AGN,spider + blood + no! don't! ,split_06,0
ylf_meldir_amloth,0.5353,,0.078,TDE,drinking vessel  + friend + crest of a helmet ,split_06,1
Dornhoth_archam_grond,0.226,,0.016,AGN,Trawn Folk (Dwarfs) + throne + club,split_07,0
Dornhoth_pennas_emel,0.2163,,0.013,AGN,Trawn Folk (Dwarfs) + history + mother,split_07,0
Druadan_tavor_fae,1.874,,0.01,AGN,"Wild Man  + woodpecker + soul, spirit ",split_07,0
Ennor_Tawarwaith_paich,0.3948,,0.029,SN Ia,"Middle-Earth + Forest people (Silvan Elves)  + syrup, juice ",split_07,0
Ithil_fuin_salph,0.307,,0.031,AGN,"moon + darkness, gloom, night, dead of night  +  broth, liquid food, soup ",split_07,0
Mirion_gwathui_thor,0.4528,,0.009,AGN," jewel, Silmaril  + shadowy + eagle",split_07,0
Tawarwaith_raegdan_nost,1.831,,0.013,AGN,"Forest people (Silvan Elves)  + sinner + family, clan, house",split_07,0
ablad_puig_manadh,0.3666,,0.052,SN Ia,"prohibition, refusal +  clean, tidy, neat  + final end, fate, fortune",split_07,0
achad_corch_nothrim,0.2109,,0.089,SN Ia,neck + crow + family,split_07,0
adab_rochben_lathron,0.7902,,0.028,AGN,"building, house + rider + eavesdropper",split_07,0
adar_glass_cenedril,0.5959,,0.092,SN IIn,father + joy + mirror,split_07,0
adar_lam_rist,0.4462,,0.05,SN Ia,"father + tongue, dialect, language  + cleaver, sword",split_07,0
agar_Tawarwaith_Sindarin,1.277,,0.014,AGN,"glory, brilliance, glitter + Forest people (Silvan Elves)  + English",split_07,0
aglareb_angos_sador,0.358,,0.019,SN Ia,glorious + horror +  faithful one,split_07,0
agor_aes_laes,0.4893,,0.026,AGN,"narrow +  cooked food + babe, also used in children's play as the name of the little finger ",split_07,0
ah_imrad_ai,0.3052,,0.039,SN Ia,and + path + hail!,split_07,0
ah_ungol_nath,1.821,,0.033,AGN,and + spider + web,split_07,0
ai_limlug_ninglor,0.9295,,0.037,AGN,"hail! + sea serpent, fishdragon  + gladden",split_07,0
aiglos_aeglir_ryn,0.3719,,0.017,SN Ia,"plant, bush + range of mountain peaks + hound of chase ",split_07,0
aith_certh_midh,1.139,,0.143,AGN,point of spear  + rune + dew,split_07,0
alagos_nadhras_iar,0.2176,,0.044,SN Ia,storm of wind + pasture + blood,split_07,0
amath_haust_eilian,0.3505,,0.033,AGN,shield wall  + bed + rainbow,split_07,0
amloth_uruk_cuin,0.4911,,0.065,AGN,crest of a helmet  + evil creature + alive,split_07,0
anann_per_pess,0.2841,,0.057,SN Ia," long, for a long time + half + feather",split_07,0
angos_achad_hu,0.219,,0.027,SN IIn,horror + neck + dog,split_07,0
ank_sammar_rudh,1.185,,0.043,AGN,jaw + neighbour  + bald,split_07,0
annon_bragol_heledir,0.9397,,0.038,AGN,"gate, door  + sudden +  kingfisher (bird)",split_07,0
aran_hand_in,0.2208,,0.057,AGN,king + intelligent + year,split_07,0
aras_riel_heleg,0.8573,,0.014,AGN,deer + princess + ice,split_07,0
badhor_Sindarin_laer,1.883,,0.127,AGN,judge + English + song,split_07,0
baneth_thurin_meldir,0.6071,,0.021,TDE,"beauty + secret, hidden + friend",split_07,1
barad_cirion_haust,0.3337,,0.055,SN Ia," fortress, fort, tower  + sailor, shipman  + bed",split_07,0
cae_gador_gli,0.4939,,0.076,SN Ia-91T-like,"earth + dungeon, prison + honey",split_07,0
calad_aranarth_pent,0.4027,,0.024,SN Ia,"light + kingdom, realm + story",split_07,0
callon_cuil_Druadan,0.09532,,0.038,SN II,hero + life + Wild Man ,split_07,0
caras_aduial_laes,0.4324,,0.015,SN Ia,"town, city  + evening, twilight  + babe, also used in children's play as the name of the little finger ",split_07,0
celeb_tegilbor_min,0.9064,,0.03,AGN,silver + calligrapher + peak,split_07,0
cirdan_glamog_glae,0.3541,,0.049,SN Ia,shipbuilder + orc + grass,split_07,0
corf_law_lang,0.2542,,0.149,SN Ia,"ring + no! don't!  + cutlass, sword",split_07,0
cuil_cae_dunedhel,1.089,,0.033,AGN,"life + earth + Elf of Beleriand, West-Elf, including Noldor and Sindar ",split_07,0
edlothiad_eglan_lang,0.4248,,0.019,AGN,"flowering + forsaken + cutlass, sword",split_07,0
eglan_lebdas_haradrim,0.4203,,0.033,SN Ia,forsaken +   index finger  + People of the South,split_07,0
ennorath_lalaith_bragol,0.4158,,0.095,SN Ia,lands of Middle-earth + laughter + sudden,split_07,0
espalass_fuin_mereth,1.249,,0.024,AGN,"water-fall + darkness, gloom, night, dead of night  + feast, festival ",split_07,0
faen_andrann_certh,0.2995,,0.122,SN Ia,"radiant +  age, cycle  + rune",split_07,0
faradrim_rust_vin,0.3234,,0.021,SN Ia,hunters + copper + our,split_07,0
faun_dunedhel_puig,0.3307,,0.072,SN Ia,"cloud + Elf of Beleriand, West-Elf, including Noldor and Sindar  +  clean, tidy, neat ",split_07,0
faun_gellui_saelor,1.711,,0.109,AGN,cloud + triumphant + adviser ,split_07,0
fervain_badhor_neledh,0.9936,,0.054,AGN,"northern + judge + enter, go in ",split_07,0
firiel_corf_annon,0.179,,0.013,SN II,"mortal maiden + ring + gate, door ",split_07,0
firion_loss_romru,1.466,,0.018,AGN, mortal man + snow + sound of the horn,split_07,0
galad_morn_rhovan,0.3236,,0.026,SN Ia," light (bright), sunlight, brilliance, radiance, glittering reflection  + dark, black + wilderness",split_07,0
galad_sammar_amloth,0.5081,,0.05,SN Ia," light (bright), sunlight, brilliance, radiance, glittering reflection  + neighbour  + crest of a helmet ",split_07,0
galadh_gaw_imloth,0.3939,,0.028,AGN,tree + void +  flowering valley ,split_07,0
galadh_gorn_rusc,1.032,,0.164,AGN,tree + valour + fox ,split_07,0
galvorn_uanui_merilin,0.4466,,0.056,SN Ia,"black metal  + hideous, monstrous + nightingale",split_07,0
gas_grond_manadh,0.2866,,0.009,SN Ia,"hole + club + final end, fate, fortune",split_07,0
gath_eglan_baneth,0.8277,,0.03,AGN,cavern + forsaken + beauty,split_07,0
gath_talraph_iaun,0.6399,,0.062,TDE,"cavern +  stirrup +  fane, holy place, sanctuary ",split_07,1
gaw_aphadrim_melethron,0.5349,,0.013,SN Ia,void + followers +  lover (masc.),split_07,0
gellui_aes_nur,0.3121,,0.045,AGN,triumphant +  cooked food + race,split_07,0
glandagol_Sindarin_magor,0.5481,,0.011,AGN,boundary marker  + English + swordsman,split_07,0
glandagol_puig_curunir,0.3166,,0.045,AGN,"boundary marker  +  clean, tidy, neat  + wizard",split_07,0
glandagol_riel_drego,0.2864,,0.019,SN Ia,boundary marker  + princess + flee,split_07,0
gobennas_gondrath_imloth,0.4158,,0.042,AGN,history + causeway +  flowering valley ,split_07,0
gorn_tathar_nadhras,0.4185,,0.076,AGN,valour + tathar + pasture,split_07,0
graw_randir_gaurwaith,1.215,,0.021,AGN,"bear + pilgrim, wanderer + outlaws (wolf-people)",split_07,0
grond_lagor_yll,1.189,,0.054,AGN,club + swift +  gulp ,split_07,0
grond_rhosc_gwarth,0.4061,,0.071,AGN,"club +  russet, red, brown + betrayer",split_07,0
gwachaedir_aegas_bregedur,1.578,,0.02,AGN," palantir, seeing stone + mountain peak  + wildfire",split_07,0
gwael_cae_heledir,0.2934,,0.071,AGN,gull + earth +  kingfisher (bird),split_07,0
gwanur_rudh_ang,1.229,,0.094,AGN,"kinsman, kinswoman  + bald + iron",split_07,0
gwend_nim_draug,0.382,,0.069,SN Ia,"maiden + pale, white + wolf",split_07,0
gwilwileth_midh_minuial,0.2176,,0.033,SN IIn,"butterfly + dew + dawn, morrowdim, twilight ",split_07,0
hadhod_celon_hub,1.08,,0.024,AGN,"Dwarf + river + harbour, haven, small landlocked bay ",split_07,0
haeron_thul_nothrim,0.397,,0.065,SN Ia,"far, distant  + breath + family",split_07,0
hal_glamog_uruk,0.7684,,0.023,AGN,fish + orc + evil creature,split_07,0
harad_amath_cenedril,0.1906,,0.072,AGN,south + shield wall  + mirror,split_07,0
harad_mil_amlug,0.2263,,0.016,SN Ia,"south +  affection, love, kindness  +  snake, serpent",split_07,0
haradrim_dol_lasguil,0.4068,,0.142,SN Ia,"People of the South + head, hill + tea",split_07,0
haudh_imloth_alph,0.1515,,0.214,AGN,"burial mound, barrow, grave, tomb  +  flowering valley  + swan",split_07,0
heledir_ist_anann,0.162,,0.015,AGN," kingfisher (bird) + knowledge, lore  +  long, for a long time",split_07,0
honeg_merilin_midh,0.1891,,0.029,SN II," little brother, also the name of the middle finger  + nightingale + dew",split_07,0
hun_hervess_randir,0.4089,,0.012,AGN,"heart + wife + pilgrim, wanderer",split_07,0
